travel_mode,TrvlTime_number,Age,indiv_trvl_frequency,HHVeh,HHsize
0,153.0,36,12,2,4
0,550.0,79,14,1,3
0,180.0,82,3,1,2
1,330.0,64,19,1,2
1,418.441,48,24,1,2
1,1380.0,63,16,2,4
1,1310.027,41,12,2,4
1,544.069,26,22,2,4
0,135.876,16,40,2,3
1,197.13,37,38,2,3
1,1606.0,54,72,4,3
1,120.0,42,33,1,7
1,163.0,45,30,2,3
1,1734.0,21,24,3,5
1,1862.913,68,26,2,2
1,1053.0,43,12,2,4
0,120.0,26,33,1,6
0,129.721,26,31,1,2
1,595.0,53,39,3,3
1,2343.922,38,20,2,4
0,534.213,51,38,2,4
1,471.0,44,10,2,3
1,2150.0,55,33,3,4
1,522.0,24,15,3,4
1,600.0,53,10,2,4
1,965.0,62,21,3,3
1,240.0,36,22,2,6
1,3103.0,40,6,2,5
0,308.0,28,8,1,1
1,1500.0,60,12,2,3
1,1369.0,45,32,2,5
1,650.0,46,18,2,3
0,900.0,47,21,0,1
1,1498.0,28,6,1,1
1,587.0,66,21,1,4
0,231.0,48,15,1,4
1,2030.334,21,27,1,1
1,220.0,38,66,2,6
1,818.455,58,45,3,3
1,1932.699,42,40,2,5
1,480.0,30,36,4,5
1,926.0,23,22,2,3
1,450.0,39,28,2,5
1,1680.0,52,12,2,5
1,1600.0,33,80,4,4
1,4972.0,39,38,2,6
0,284.0,52,12,0,1
0,900.0,55,10,2,3
0,109.0,81,3,0,2
0,43.00002,63,32,2,2
1,120.0,47,28,2,3
1,578.0,55,51,3,9
1,407.0,36,22,2,6
1,571.0,42,28,1,10
1,951.0,39,9,1,4
0,300.0,32,16,2,2
1,750.0,60,120,3,3
1,199.0,70,24,2,3
1,670.0,60,14,2,2
1,60.0,49,22,2,4
0,129.0,63,12,1,2
0,350.0,17,32,2,4
1,2315.0,64,18,2,2
1,460.0,68,98,2,2
1,300.0,67,44,2,2
1,140.0,36,24,1,6
1,300.0,26,34,2,3
1,252.988,37,44,2,4
1,1015.0,38,66,2,6
1,4822.0,47,56,2,5
0,84.00702,27,11,0,2
1,180.0,44,44,2,7
1,325.997,41,28,2,5
1,1721.0,54,36,2,2
1,1500.0,75,14,2,2
1,833.0,35,14,2,4
1,240.0,39,28,1,1
1,93.0,26,8,2,2
1,425.0,53,51,3,3
1,150.0,65,90,3,3
1,2600.0,52,51,3,4
1,2268.0,42,26,2,5
0,537.0,19,19,1,3
1,545.0,43,22,2,1
1,1218.0,24,72,2,3
1,6180.0,62,56,2,2
1,137.0,35,26,2,4
0,838.562,19,18,2,6
0,324.0,34,13,0,9
1,2580.0,59,14,1,2
1,180.0,35,17,1,4
1,2521.0,51,72,4,3
1,3180.0,30,12,2,5
1,170.0,45,48,2,5
1,651.876,40,40,2,4
1,450.0,37,40,2,4
1,600.0,23,6,2,4
1,641.0,48,36,2,5
0,1011.0,17,20,2,4
1,680.0,61,26,2,2
0,185.0,44,7,0,9
1,263.0,33,22,2,4
0,300.0,24,6,1,5
0,352.0,16,3,1,5
0,719.0,30,13,1,6
1,2395.321,57,72,2,2
0,360.0,37,27,3,2
1,420.0,53,14,2,4
0,350.0,69,14,1,3
1,1803.225,44,26,2,5
1,660.0,61,28,2,3
1,240.0,55,28,2,2
1,589.0,55,12,1,1
1,1875.0,60,12,1,1
1,900.0,60,22,2,2
0,815.156,57,28,2,2
0,404.0,74,24,3,4
1,217.662,22,36,3,4
1,5501.0,34,66,3,5
0,275.0,25,13,0,1
1,1326.922,26,66,3,4
1,2076.0,51,68,4,4
1,1985.0,47,44,2,4
1,2922.8739,49,36,2,2
0,882.0,59,12,1,4
1,319.0,32,24,2,4
1,1860.0,61,33,3,3
1,895.0,64,13,1,1
1,930.721,52,34,2,2
1,780.0,37,36,2,4
1,358.01,23,87,3,6
1,1499.932,41,42,2,4
1,357.887,38,20,1,3
1,860.0,51,18,2,3
1,363.979,23,63,3,4
1,171.335,35,20,2,4
0,318.0,60,9,1,1
0,120.0,75,11,1,2
1,618.0,29,11,1,4
1,960.0,43,76,2,5
1,1883.0,32,6,2,3
1,1380.0,74,16,2,2
0,159.0,60,19,0,3
0,270.0,75,10,0,1
1,40.00002,37,13,1,4
1,2900.0,52,26,2,4
1,926.0,41,28,2,4
1,360.0,51,28,2,4
1,2522.0,26,12,3,4
1,9360.0,58,69,3,3
1,796.0,45,32,1,6
1,1441.138,43,30,2,5
0,666.0,51,30,2,5
1,831.0,56,16,2,2
1,291.0,30,23,1,3
1,1560.0,34,9,1,1
1,1137.02,33,16,2,3
1,360.0,47,21,1,3
1,641.0,51,25,1,5
0,49.99998,38,19,0,5
1,180.0,49,42,2,3
0,1000.0,69,13,1,1
1,300.0,50,39,3,6
1,100.0,42,16,1,6
1,1020.0,47,18,2,5
0,360.0,34,48,2,6
1,735.0,33,190,5,3
1,232.0,36,26,2,6
1,684.127,62,32,2,3
0,600.0,42,21,3,5
0,900.0,70,11,1,1
1,1621.0,56,32,2,3
1,1503.666,35,20,2,5
1,1560.0,43,42,2,4
0,708.06,50,48,2,2
1,551.0,65,46,2,2
1,780.0,48,11,1,4
0,1200.0,85,10,0,3
1,235.0,46,24,3,6
1,286.377,56,45,3,3
1,1743.0,58,33,3,5
0,296.0,16,15,1,5
1,261.0,40,14,2,5
1,461.0,58,20,1,2
1,1863.0,45,38,2,1
0,1188.944,42,12,1,5
1,360.0,57,38,2,4
1,350.0,46,16,2,4
1,653.0,37,88,4,4
0,297.0,33,30,2,5
0,600.0,44,18,2,5
1,480.0,26,20,2,2
0,1950.0,63,40,2,3
1,1020.0,70,44,4,4
0,350.0,64,18,2,2
1,158.0,35,24,2,4
1,1740.0,65,20,2,2
0,1140.0,16,11,1,10
1,408.0,39,28,1,1
0,1281.0,28,22,2,3
1,2400.0,40,18,2,5
1,585.078,40,24,2,5
0,540.0,45,22,2,5
1,1215.378,50,9,1,1
1,807.0,37,44,2,5
1,2779.0,23,24,4,4
1,387.137,21,24,3,4
1,591.0,35,4,0,4
1,1046.0,26,13,1,2
1,2593.0,67,40,2,2
1,504.0,54,102,3,4
1,4260.0,49,20,0,6
1,1350.0,25,20,1,3
1,777.576,36,34,2,7
1,1538.994,56,26,2,2
1,334.0,61,192,6,2
1,300.0,40,26,2,4
1,676.0,44,30,2,4
1,565.0,31,21,1,2
1,568.0,31,30,2,4
1,293.0,23,24,2,4
1,2160.0,39,30,2,4
1,1597.0,47,63,3,4
1,808.0,47,63,3,4
1,1214.445,46,40,2,5
1,800.0,28,13,1,6
1,1924.0,27,12,3,3
1,700.0,40,31,1,3
1,1800.0,36,22,2,4
1,3223.258,30,44,2,4
1,2627.0,58,20,1,2
1,552.866,40,46,2,7
0,600.0,23,6,0,3
0,2134.0,46,8,0,4
0,2432.624,20,16,2,5
1,559.339,27,90,3,11
1,1315.097,47,21,1,3
1,2041.0,55,39,3,3
1,1099.0,71,24,2,2
1,1387.235,33,32,2,3
1,621.0,40,36,2,4
1,300.0,48,14,1,7
1,2563.0,52,36,2,5
1,408.0,48,182,7,5
1,4560.0,44,26,2,4
1,205.0,45,24,2,5
1,2520.0,56,60,3,3
1,60.0,35,22,2,5
0,410.008,43,28,2,5
1,450.0,33,36,2,2
0,550.0,44,16,1,7
1,450.0,65,90,3,3
1,900.0,62,24,2,3
1,181.0,28,58,2,4
0,160.0,20,7,1,7
0,634.0,22,8,0,1
1,5979.0,66,46,2,3
1,337.0,60,21,1,2
1,163.779,24,19,1,1
1,301.0,36,28,2,5
1,1000.0,42,34,1,6
1,2100.0,62,12,2,2
0,638.0,70,30,2,3
0,480.0,57,22,2,2
1,765.087,43,34,2,5
1,746.029,32,32,2,3
1,1221.366,44,62,2,4
1,1483.0,65,20,2,2
1,1260.0,64,46,2,2
1,507.91,50,24,2,4
1,4121.0,35,14,2,3
1,750.0,38,57,1,7
1,960.0,70,34,2,2
1,1169.709,48,12,1,4
1,1920.0,36,16,1,2
1,97.99998,60,16,1,3
1,2753.0,40,54,2,4
1,2160.0,46,20,2,3
1,1100.0,65,60,2,2
1,420.0,66,16,2,2
0,898.0,19,5,1,5
1,3120.0,21,28,4,5
1,2150.0,27,40,2,5
1,430.906,36,28,2,4
1,217.902,33,34,2,4
1,1518.0,40,16,2,5
1,263.0,60,28,2,2
0,650.0,60,11,1,3
0,43.00002,58,10,1,2
1,164.0,53,44,4,3
1,2502.794,56,38,2,2
1,289.0,43,32,2,5
1,1621.0,46,36,2,5
1,407.0,70,8,1,2
1,3973.0,64,50,5,7
1,547.985,46,39,3,5
0,224.0,40,40,2,5
1,6470.0,26,112,4,4
1,795.0,46,32,2,4
1,4628.0,58,38,2,2
0,480.0,34,75,3,6
1,929.0,54,50,5,5
1,859.0,42,44,2,5
1,24601.0,31,64,4,4
1,2342.0,35,50,2,4
1,1800.0,31,6,2,2
0,300.0,67,38,2,2
1,82.17198,50,20,2,4
1,3972.0,43,50,2,5
1,2400.0,71,6,1,2
1,1756.79,50,28,2,3
1,1877.0,18,21,3,3
1,1200.0,49,28,2,5
1,1500.0,48,10,2,3
1,987.0001,36,44,1,5
1,5775.0,21,30,2,2
1,589.0,53,30,2,3
0,480.0,18,6,1,4
0,127.0,40,20,2,6
0,445.0,21,11,0,2
1,1350.0,31,30,1,8
1,650.0,52,30,2,5
1,628.0,43,20,2,5
1,2000.415,40,28,2,5
1,262.667,55,12,1,3
0,180.0,44,40,2,4
1,360.0,27,20,2,4
1,513.0,61,54,2,3
1,285.0,34,16,2,4
1,748.518,23,48,3,3
1,1270.309,51,34,1,4
1,705.0,59,48,2,3
1,508.0,36,35,1,5
1,409.0,64,26,2,2
1,432.0,63,16,2,2
1,665.788,37,33,1,6
1,49.99998,47,24,2,4
0,150.0,62,32,2,1
1,738.0,55,34,2,2
0,15.0,23,11,0,5
1,180.0,34,32,2,6
1,272.0,46,36,2,4
1,491.0,58,69,3,6
1,480.0,49,16,2,4
0,727.0,59,12,1,2
1,211.0,67,46,2,2
0,350.0,28,7,0,6
1,2185.628,35,34,2,5
1,209.063,50,7,1,1
1,1800.0,31,8,2,2
1,1758.0,60,56,2,5
1,240.0,26,17,1,3
1,1138.0,34,20,1,3
1,2857.0,26,18,2,3
1,920.0,33,58,2,6
1,980.0,47,10,2,5
1,2341.0,66,30,2,2
0,280.0,21,10,1,2
1,74.99802,41,22,2,5
0,320.0,42,6,1,5
1,600.0,34,28,1,4
1,474.0,63,18,2,1
1,218.0,63,28,2,2
1,1156.0,37,22,2,5
1,10856.0,43,18,2,4
1,820.0,53,22,2,4
1,1041.0,32,9,1,5
0,381.0,84,10,1,2
1,850.0,67,30,2,2
1,930.156,43,26,2,4
1,1211.422,60,12,3,4
1,600.0,52,32,2,5
1,277.276,52,69,3,6
1,1000.0,63,30,2,2
1,1685.0,81,8,1,1
1,461.0,60,70,2,2
0,197.0,35,28,2,3
0,60.0,27,16,1,5
0,250.0,31,98,2,4
1,109.0,27,8,2,2
1,1324.0,23,58,2,3
1,1600.0,46,18,2,5
1,1102.257,43,28,2,5
1,487.0,49,7,1,3
0,300.0,72,28,2,2
1,782.0,67,34,2,2
1,716.333,56,42,2,2
0,780.0,20,10,0,2
1,2886.0,34,22,2,4
1,1200.0,60,12,2,2
1,1569.0,39,26,2,5
0,741.0,25,16,1,4
1,3597.223,27,32,2,5
0,127.0,37,26,2,3
1,156.0,39,28,2,5
1,1333.0,82,10,1,2
1,1200.0,18,26,2,5
0,293.0,43,20,2,3
1,540.0,47,58,2,5
1,2076.0,38,17,1,2
1,1645.0,64,30,2,2
1,960.0,35,62,0,7
1,780.0,47,40,2,5
1,601.0,58,22,0,4
1,1353.0,60,60,3,4
1,1800.0,34,8,2,2
1,291.0,78,6,1,2
1,260.0,47,58,2,5
1,166.0,35,15,1,5
1,400.0,66,10,1,2
1,635.0,42,38,2,4
1,265.0,42,34,1,6
1,100.0,51,20,2,5
1,240.0,39,32,2,6
0,180.0,35,20,1,4
0,1200.0,39,20,2,4
1,1234.0,24,16,1,1
1,1082.771,29,54,2,4
1,300.0,24,11,1,3
1,300.0,38,12,2,4
1,313.0,62,9,1,3
1,600.0,36,38,2,5
0,277.0,28,12,0,4
0,368.0,20,15,1,1
1,435.0,38,36,2,3
1,354.0,66,12,2,3
1,384.0,60,30,3,6
1,613.942,55,34,2,2
0,60.0,42,17,1,7
1,305.0,55,32,4,4
1,489.0,63,50,2,2
1,5007.0,72,20,2,2
1,374.0,46,12,1,3
1,2486.173,47,22,2,4
1,1350.0,58,18,2,3
1,1150.0,56,105,3,3
0,170.0,46,42,2,2
1,2100.0,42,33,3,3
1,1561.523,28,48,4,3
1,287.216,52,22,2,4
0,418.0,67,8,1,2
1,5167.0,39,40,2,4
0,200.0,51,12,1,4
0,600.0,73,3,0,2
0,360.0,43,30,2,4
1,96.0,56,48,2,4
1,180.0,34,24,2,5
0,93.0,41,6,1,4
1,1540.0,64,80,4,2
1,598.0,57,56,2,2
1,1224.165,41,36,2,4
1,43.00002,30,18,2,4
1,117.0,44,46,2,4
1,1023.0,32,36,2,5
1,240.0,48,36,2,3
1,692.0,52,22,2,4
1,304.0,27,20,4,4
1,660.0,40,10,1,4
1,263.0,44,12,1,3
1,1282.109,32,42,2,4
1,2140.189,49,20,1,1
0,748.0,38,32,2,3
1,1440.0,30,12,1,3
1,259.106,56,30,2,2
1,91.00002,30,24,2,4
0,900.0,17,6,2,4
1,2549.647,42,26,2,4
1,2350.0,48,20,2,4
1,3280.0,33,27,1,5
1,350.0,48,34,2,5
1,1111.74,60,12,2,2
0,550.0,45,17,0,4
1,340.0,44,12,1,2
0,1044.0,46,15,1,3
1,464.0,67,20,2,2
1,481.0,26,8,1,1
0,645.0,56,15,1,4
1,247.105,51,64,4,4
1,100.0,52,22,2,3
1,100.0,38,100,4,6
1,116.0,76,27,1,2
1,2040.0,30,20,2,3
1,171.261,36,36,2,4
0,300.0,31,10,1,8
1,720.0,35,16,1,3
1,3339.411,29,18,1,5
1,2045.0,42,30,2,2
0,420.0,64,9,0,3
0,300.0,26,13,1,2
1,2334.014,54,46,2,4
1,254.372,46,32,2,4
1,960.0,79,28,2,3
1,1109.0,53,42,3,4
1,1350.0,60,9,1,1
0,300.0,28,12,1,3
1,1849.248,72,6,1,2
1,1164.966,56,17,1,2
1,250.0,70,72,3,3
1,171.0,38,52,2,5
0,620.0,32,13,0,6
0,520.0,39,20,0,8
1,1400.0,46,12,2,6
0,600.0,40,11,1,3
1,720.0,59,22,2,3
0,300.0,58,22,2,3
0,1083.0,29,24,2,2
1,960.0,38,19,1,4
0,639.0,26,15,1,2
0,440.0,51,17,0,8
0,540.0,85,3,0,2
1,3126.0,47,44,1,2
0,900.0,34,13,0,2
1,480.0,48,30,3,6
1,1682.907,40,46,2,7
0,1440.0,27,16,1,2
1,1093.0,56,46,2,5
1,1831.749,38,18,2,4
1,450.0,69,11,1,2
0,985.733,43,26,2,6
1,600.0,47,40,2,5
1,124.806,47,78,3,5
1,600.0,26,17,1,2
1,627.0,75,28,2,2
0,660.0,42,10,1,10
1,202.0,46,9,1,10
0,290.0,28,26,1,5
1,660.0,65,11,1,2
1,660.0,20,30,2,4
1,863.407,31,20,2,2
1,1300.0,56,28,2,3
1,720.0,41,22,2,4
1,960.0,34,12,1,4
1,666.0,42,22,2,6
1,2934.314,35,26,2,5
0,588.0,38,18,2,5
1,540.0,42,30,2,4
1,300.0,41,40,2,6
0,328.0,16,22,2,5
1,2041.655,21,36,2,4
1,372.0,46,16,2,4
0,174.0,58,7,0,2
1,1500.0,25,24,3,3
1,1273.72,31,40,2,2
0,42.38298,35,20,2,4
1,480.0,42,26,2,4
1,1292.967,43,36,2,4
0,228.0,47,12,1,1
0,337.0,30,22,0,7
1,1139.0,32,48,2,2
1,1467.0,75,8,1,1
1,900.0,40,28,2,5
1,1103.105,65,12,2,2
1,1503.0,59,68,2,4
1,249.0,61,18,3,3
1,2480.816,51,3,1,3
1,1392.0,35,42,2,6
1,1360.0,35,29,1,5
1,1649.0,24,36,2,3
1,4260.0,23,45,3,4
1,1512.138,43,24,2,6
1,337.0,46,60,2,3
1,3428.0,41,18,2,4
0,600.0,18,12,2,5
1,150.0,60,56,2,2
0,180.0,30,26,1,6
1,471.0,56,50,2,3
1,4415.0,29,15,1,3
0,2288.0,29,14,0,1
1,516.0,52,15,3,4
1,420.0,33,30,2,5
1,1983.0,65,56,4,4
1,2097.0,40,22,2,3
1,5400.0,30,12,2,3
1,571.0,54,102,3,4
1,4085.0,24,72,2,3
1,660.0,55,27,3,3
1,60.0,30,25,1,5
0,600.0,32,16,1,6
1,3268.887,67,36,3,3
1,1250.0,60,120,3,3
0,504.0,73,15,1,2
1,557.297,53,27,3,2
1,360.0,67,16,1,2
1,1684.0,63,6,1,2
1,640.0,31,22,1,4
1,302.0,56,52,4,3
1,1800.0,57,27,3,3
1,740.0,62,24,2,3
0,150.0,65,11,0,2
1,2275.0,53,24,2,5
1,1029.0,37,20,2,4
1,305.0,88,10,1,2
1,3281.015,49,18,1,1
1,1255.685,22,22,2,3
0,1156.0,39,16,1,6
0,484.452,29,11,0,1
1,1101.0,33,9,1,4
1,341.0,62,46,1,2
1,471.946,51,48,2,4
1,360.0,39,29,1,7
1,365.0,52,42,2,5
1,1959.0,45,20,2,4
0,209.0,51,10,1,2
1,2040.0,46,56,4,4
1,1800.0,62,4,0,2
0,380.0,69,25,1,2
1,725.385,27,32,2,2
1,480.0,41,14,2,5
1,338.0,52,32,2,3
1,2324.0,48,12,2,5
1,155.0,45,28,2,5
1,60.0,41,44,2,5
1,640.0,43,22,1,5
1,210.0,38,36,2,5
1,840.0,38,4,1,4
1,497.0,38,16,1,3
1,860.954,56,42,3,3
0,420.99,42,52,2,6
1,60.0,56,46,2,5
1,720.0,71,38,2,3
1,537.539,47,28,2,3
0,440.0,68,4,0,1
1,568.0,42,90,2,5
1,2351.0,53,36,4,4
0,360.0,35,10,0,1
1,207.0,40,12,2,6
1,7.99998,46,15,1,2
0,162.0,77,21,1,2
0,360.0,21,8,1,3
1,965.0,63,34,2,2
0,300.0,53,20,2,4
1,177.425,29,14,2,3
0,551.527,22,32,2,4
1,340.0,47,40,2,5
0,360.0,74,11,0,1
0,289.0,44,12,0,2
1,917.0,46,21,1,3
1,689.0,42,30,2,5
1,416.653,32,28,2,4
1,217.0,49,18,2,5
1,377.0,35,52,2,4
1,1750.0,67,15,1,2
1,1162.666,40,96,3,7
1,518.0,60,16,2,2
0,150.0,38,18,0,9
1,2612.0,58,22,2,2
1,1248.964,45,36,4,5
1,2394.0,38,30,2,7
1,1497.104,31,36,2,3
0,376.242,35,12,1,4
1,1473.0,49,17,1,5
1,340.0,30,15,1,5
1,255.0,32,44,2,4
0,120.0,49,16,2,5
1,1140.0,58,11,1,2
0,1000.0,29,13,0,6
0,1675.0,35,12,1,1
1,422.358,34,14,1,2
1,120.0,60,30,2,4
0,300.0,41,54,2,6
1,245.549,41,34,2,4
1,180.0,60,46,2,2
1,2650.0,60,30,2,2
1,451.986,17,32,2,5
1,2177.0,22,42,3,4
1,336.0,56,42,2,3
0,211.0,34,12,1,1
1,816.0,42,54,3,5
1,715.0,70,26,2,2
1,7306.0,48,80,2,6
0,137.0,21,21,1,6
1,180.0,40,40,2,4
1,1484.0,41,16,2,4
1,2063.0,40,44,2,5
0,980.0,31,19,1,6
0,920.0,21,12,0,1
1,1384.0,67,16,2,2
0,202.891,42,52,2,6
1,950.0,40,20,2,5
0,89.14398,34,11,1,3
1,230.0,30,10,1,2
1,2560.0,33,30,2,5
0,502.0,59,11,1,2
1,1029.89,57,28,2,4
1,1723.665,26,20,1,1
0,296.0,27,21,0,4
1,328.107,58,30,2,3
1,461.0,53,36,3,5
1,1144.0,62,12,2,2
1,386.0,23,63,3,6
0,450.0,39,24,2,4
1,5892.0,60,40,1,1
0,1344.0,18,48,4,5
1,390.734,53,16,1,2
1,858.0,45,24,1,4
1,434.0,79,13,1,1
1,1020.0,73,34,2,2
1,1200.0,58,78,3,3
1,760.944,57,22,1,1
1,1389.0,45,52,2,4
1,300.0,53,18,2,3
0,497.0,20,14,0,1
1,361.0,58,16,2,3
1,450.0,32,10,2,4
1,153.518,65,14,2,2
1,172.0,23,45,5,5
1,179.0,62,15,1,2
1,1791.0,41,22,2,5
1,904.0,18,22,2,3
1,833.0,41,15,1,3
1,1261.0,70,66,2,2
1,750.0,50,12,1,3
1,2300.0,53,22,2,3
1,552.0,54,66,2,3
0,1466.178,59,28,2,3
1,1706.614,37,42,3,5
1,186.0,27,60,3,6
0,200.0,25,9,1,3
0,357.0,37,30,2,4
1,360.067,57,26,2,5
1,3540.0,59,26,2,2
1,534.0,43,24,2,5
1,247.816,35,24,2,4
1,1030.0,32,16,2,4
0,1280.0,19,17,0,11
1,300.0,65,42,2,2
0,300.0,34,13,0,7
0,19.99998,57,24,2,4
0,149.0,29,12,0,8
1,720.0,41,18,1,4
1,1080.0,25,39,3,6
1,185.0,50,24,2,4
1,1134.0,29,30,2,2
1,2300.0,39,44,2,5
0,444.65,42,32,2,2
0,1092.647,17,24,2,4
1,473.0,40,14,1,4
1,600.0,59,24,2,3
1,1814.0,57,27,1,2
1,867.87,45,17,1,3
0,300.0,40,5,1,4
0,589.355,42,14,2,4
1,685.485,45,16,2,5
0,720.0,31,16,1,2
0,578.0,65,26,2,2
1,248.14,25,11,1,1
1,4017.0,56,20,2,3
1,928.0,48,44,2,2
1,867.0,49,36,3,3
1,200.0,27,16,1,5
1,4582.0,73,17,1,1
1,480.0,40,28,2,4
1,208.0,55,12,1,1
1,1410.0,29,20,1,1
1,840.0,58,28,2,2
0,600.0,41,30,2,4
1,1662.0,57,22,2,2
1,181.868,41,48,2,7
1,625.8,52,12,1,2
1,200.0,49,23,1,7
1,1708.0,56,24,2,4
0,1005.0,62,21,1,2
1,1740.0,25,28,4,4
1,4167.308,31,63,3,4
1,700.0,45,44,2,6
1,776.182,32,48,1,5
0,637.0,36,19,1,3
1,566.0,24,36,4,7
1,278.0,66,24,3,3
0,829.0,31,17,1,3
1,1345.0,60,22,1,3
1,1085.0,49,27,3,4
1,1860.0,34,40,2,5
1,245.0,72,15,1,2
1,670.0,39,28,1,1
1,440.0,41,18,2,5
1,1284.0,40,20,2,5
1,2070.0,57,12,2,4
1,325.0,41,34,2,5
0,540.0,60,10,1,2
1,185.0,37,34,2,5
1,19.99998,69,48,1,3
1,828.0,45,10,2,3
1,368.692,53,80,2,3
0,377.0,37,5,0,3
1,269.0,47,40,2,5
1,2021.0,42,28,2,5
1,311.359,85,11,1,3
1,1200.0,40,38,2,4
1,442.0,40,17,1,1
1,110.376,33,18,2,4
0,784.222,74,12,2,3
0,600.0,54,10,0,2
1,1116.0,56,13,1,2
1,1160.0,76,7,1,2
1,4600.0,43,12,1,7
1,2100.0,23,60,3,6
1,3401.0,48,20,2,4
1,1560.0,33,11,1,3
0,446.324,44,24,1,4
0,1323.051,27,11,0,2
